index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
233522,636,2,17/02/2015,757,1,1,0,1,7309
398541,926,6,26/10/2013,507,1,0,0,0,5900
262113,191,2,29/04/2014,746,1,1,0,0,7619
86722,881,1,30/03/2015,846,1,1,0,1,10404
148318,1033,3,10/04/2013,1316,1,1,0,0,14112
667365,424,3,25/12/2013,0,0,0,c,1,0
304269,802,4,31/10/2013,572,1,0,0,0,5833
64847,510,6,03/01/2015,513,1,0,0,0,5245
667217,1108,1,18/02/2013,1004,1,1,0,0,10575
603195,804,5,02/05/2014,548,1,1,0,0,6882
410678,74,5,16/08/2013,837,1,1,0,1,6144
112123,125,3,09/04/2014,1370,1,0,0,0,9683
599282,134,4,07/05/2015,548,1,1,0,0,5182
407611,849,3,14/01/2015,840,1,1,0,0,7345
381982,956,2,22/07/2014,489,1,0,0,1,3837
315502,451,3,28/05/2014,551,1,0,0,0,4792
184820,981,1,19/08/2013,661,1,0,0,1,5831
295948,1092,4,16/05/2013,1133,1,1,0,0,11200
577905,1027,3,14/01/2015,1560,1,1,0,0,12933
209438,541,4,20/11/2014,791,1,0,0,0,6516
665418,352,2,09/12/2014,609,1,0,0,0,5833
394704,387,3,20/03/2013,1273,1,1,0,0,11168
32872,898,4,07/05/2015,878,1,1,0,0,9328
712023,28,3,27/08/2014,0,0,0,0,1,0
653823,973,1,27/01/2014,691,1,0,0,0,4808
340617,1051,3,08/01/2014,1233,1,1,0,0,10822
203674,508,6,23/05/2015,582,1,0,0,0,5760
668358,807,5,09/08/2013,824,1,0,0,1,7689
114741,848,5,30/08/2013,809,1,1,0,1,7949
204816,589,1,17/03/2014,757,1,1,0,0,7138
246629,584,2,02/09/2014,463,1,1,0,1,5715
511049,850,4,09/10/2014,719,1,1,0,1,6657
611228,589,6,21/02/2015,324,1,0,0,0,2790
130505,791,5,02/08/2013,743,1,1,0,1,6772
186558,1080,7,28/06/2015,0,0,0,0,0,0
168939,472,6,30/03/2013,962,1,0,0,0,9829
490787,179,2,01/07/2014,1315,1,1,0,0,12567
329598,988,5,22/11/2013,753,1,1,0,0,5785
92941,511,5,18/07/2014,804,1,1,0,0,6138
79891,618,4,28/08/2014,386,1,0,0,1,5072
524935,996,3,26/11/2014,737,1,1,0,0,7059
209923,421,1,18/08/2014,1421,1,1,0,1,12540
296270,838,2,19/02/2013,750,1,1,0,1,6943
551356,2,1,16/09/2013,509,1,0,0,0,3881
200817,846,7,03/05/2015,0,0,0,0,0,0
396458,455,6,28/02/2015,618,1,0,0,0,7608
309877,995,7,10/03/2013,0,0,0,0,0,0
327194,402,2,07/10/2014,647,1,1,0,0,6429
441637,113,6,09/02/2013,771,1,0,0,0,7482
151866,130,6,16/11/2013,536,1,0,0,0,4886
174972,144,3,08/01/2014,710,1,1,0,0,7528
172313,64,4,09/04/2015,718,1,0,0,1,8119
228093,322,1,24/03/2014,456,1,0,0,0,4041
62121,632,3,09/04/2014,796,1,0,0,0,6365
276776,884,6,21/09/2013,449,1,0,0,0,4032
200630,180,5,22/08/2014,750,1,1,0,0,6196
348946,995,5,18/04/2014,0,0,1,b,1,0
578552,798,4,11/07/2013,920,1,0,0,0,6929
432600,181,1,15/04/2013,669,1,0,0,0,5214
491239,521,5,07/11/2014,494,1,1,0,0,5939
525997,228,4,19/09/2013,502,1,0,0,0,6112
504080,307,6,01/03/2014,171,1,0,0,0,1519
382721,482,6,28/06/2014,989,1,0,0,0,8327
185347,546,6,07/03/2015,1479,1,0,0,0,12230
395827,711,2,09/07/2013,451,1,0,0,0,5387
359692,157,4,30/05/2013,0,0,1,a,0,0
319822,593,4,10/07/2014,1462,1,0,0,0,10592
553035,888,7,29/12/2013,0,0,0,0,0,0
36852,1110,3,09/01/2013,567,1,1,0,0,5908
78938,879,7,09/06/2013,0,0,0,0,0,0
658354,142,7,10/05/2015,0,0,0,0,0,0
624114,344,6,13/12/2014,1109,1,0,0,0,10234
472870,210,7,28/09/2014,0,0,0,0,0,0
305122,981,2,09/07/2013,576,1,0,0,0,5723
209501,586,4,07/03/2013,2046,1,1,0,0,14426
69593,309,6,02/11/2013,646,1,0,0,0,6623
460425,491,3,16/04/2014,650,1,1,0,1,8011
505108,253,6,15/11/2014,558,1,0,0,0,5324
294882,118,5,06/12/2013,621,1,1,0,0,5729
691067,501,1,11/05/2015,491,1,0,0,0,5364
203140,865,4,04/06/2015,0,0,1,a,0,0
262743,22,1,09/12/2013,544,1,0,0,0,4416
29146,466,3,12/02/2014,728,1,0,0,0,6369
525003,895,1,18/11/2013,1113,1,1,0,0,12294
513492,88,5,22/08/2014,619,1,1,0,1,6587
555513,696,3,08/04/2015,1065,1,0,0,0,8867
198990,1011,4,04/09/2014,1082,1,1,0,0,9409
612729,368,1,08/12/2014,630,1,0,0,0,6873
33715,1044,1,21/01/2013,1086,1,1,0,0,10571
418053,552,3,21/01/2015,565,1,0,0,0,5134
27862,657,6,19/10/2013,584,1,0,0,0,4840
542261,307,3,18/03/2015,308,1,1,0,0,2786
383231,172,1,07/01/2013,1046,1,1,0,0,8940
58410,961,3,09/07/2014,514,1,0,0,1,5041
440977,31,5,21/02/2014,596,1,1,0,0,4861
438293,967,4,26/12/2013,0,0,0,c,1,0
474725,710,2,11/03/2014,261,1,0,0,0,3073
300313,57,4,08/08/2013,984,1,0,0,1,9503
577119,27,5,28/06/2013,1038,1,0,0,0,8644
628405,714,7,07/06/2015,0,0,0,0,0,0
659190,778,3,11/12/2013,757,1,0,0,0,5533
613002,57,6,06/07/2013,755,1,0,0,0,6699
212508,730,6,12/07/2014,870,1,0,0,0,8221
394718,891,2,24/02/2015,802,1,0,0,0,6170
380494,221,3,30/01/2013,414,1,0,0,0,4124
232805,737,2,27/01/2015,1036,1,1,0,0,8468
254057,343,6,26/07/2014,532,1,0,0,0,5003
610491,476,1,18/05/2015,925,1,1,0,0,9257
461177,93,3,01/07/2015,541,1,1,0,1,6792
347345,43,6,12/07/2014,404,1,0,0,0,4194
125354,213,5,20/12/2013,971,1,1,0,0,11773
186468,1058,5,16/08/2013,712,1,1,0,1,6706
15710,96,1,27/07/2015,714,1,1,0,1,8417
14768,280,7,17/03/2013,0,0,0,0,0,0
139194,750,1,20/04/2015,381,1,0,0,0,4073
26818,507,5,17/10/2014,614,1,0,0,1,6393
277618,649,2,14/07/2015,421,1,1,0,1,4103
635378,378,4,13/03/2014,974,1,0,0,0,6390
212201,60,3,25/02/2015,745,1,0,0,0,7261
466268,223,7,24/11/2013,0,0,0,0,0,0
121223,442,5,26/12/2014,0,0,0,c,1,0
468960,1100,2,23/07/2013,590,1,0,0,1,3874
331775,298,1,23/12/2013,1581,1,0,0,1,15218
38458,777,1,04/05/2015,449,1,1,0,0,5532
454333,383,3,03/09/2014,2174,1,1,0,1,17782
193706,547,7,10/11/2013,0,0,0,0,0,0
617497,247,4,23/05/2013,520,1,0,0,0,5689
400597,318,7,21/04/2013,0,0,0,0,0,0
336445,1075,4,08/08/2013,1120,1,0,0,0,11097
508101,579,3,24/09/2014,677,1,0,0,0,4888
529923,565,5,13/03/2015,734,1,0,0,0,5442
153759,1093,5,07/03/2014,936,1,1,0,0,8755
537553,743,5,14/02/2014,451,1,0,0,0,4635
7190,536,2,29/07/2014,1074,1,1,0,1,10971
117650,858,2,17/09/2013,402,1,0,0,0,4493
366548,934,2,17/02/2015,744,1,1,0,0,7963
194912,160,4,09/10/2014,582,1,1,0,0,6301
307601,786,6,05/04/2014,207,1,0,0,0,1268
637894,222,3,26/02/2014,528,1,0,0,0,4326
219814,522,4,26/06/2014,528,1,0,0,0,6422
678013,538,1,04/08/2014,684,1,1,0,1,7596
236055,263,4,07/03/2013,276,1,1,0,0,3060
561499,248,5,29/03/2013,0,0,1,b,1,0
250534,679,3,11/09/2013,1126,1,1,0,0,10368
471647,1028,5,22/03/2013,612,1,1,0,0,5667
257920,307,1,06/05/2013,287,1,0,0,0,2267
78639,302,4,26/09/2013,262,1,1,0,0,2595
186386,927,2,31/03/2015,1082,1,1,0,1,13732
167115,819,6,10/01/2015,392,1,0,0,0,3694
337867,674,6,21/12/2013,1057,1,0,0,0,10130
92916,484,3,04/03/2015,668,1,1,0,0,7573
675746,661,4,11/12/2014,477,1,0,0,0,3867
524848,349,6,05/07/2014,810,1,0,0,0,8654
59138,351,4,06/06/2013,520,1,1,0,0,6051
470272,489,3,22/05/2013,448,1,0,0,0,4601
423457,989,2,16/06/2015,728,1,1,0,0,6247
578397,600,1,04/03/2013,689,1,1,0,0,8884
370570,535,3,28/01/2015,884,1,1,0,0,7030
91875,985,4,07/03/2013,694,1,1,0,0,7069
528416,858,3,13/03/2013,367,1,0,0,0,4045
637209,422,7,10/11/2013,0,0,0,0,0,0
625398,797,2,21/05/2013,373,1,0,0,1,3396
527043,1048,3,18/09/2013,400,1,0,0,0,4469
326709,756,7,25/05/2014,0,0,0,0,0,0
556131,336,6,19/01/2013,1682,1,0,0,0,10811
661988,1020,5,11/01/2013,1182,1,1,0,1,9780
661679,149,6,01/02/2014,404,1,0,0,0,3814
438155,1044,3,09/01/2013,969,1,1,0,0,8889
465854,514,7,01/06/2014,0,0,0,0,0,0
426344,1080,3,27/02/2013,665,1,0,0,0,6668
168484,441,3,27/08/2014,542,1,0,0,0,4288
384246,90,4,25/09/2014,883,1,0,0,0,6716
366733,212,4,08/01/2015,411,1,1,0,0,4321
320346,175,5,04/07/2014,736,1,1,0,0,6331
155338,868,6,03/05/2014,638,1,0,0,0,6781
304267,883,1,15/12/2014,797,1,1,0,0,12129
110616,994,1,16/03/2015,684,1,1,0,0,8844
602880,1034,5,19/12/2014,1048,1,1,0,0,11510
51598,807,7,10/03/2013,0,0,0,0,0,0
120740,893,3,16/10/2013,722,1,0,0,0,5601
551885,431,7,19/10/2014,0,0,0,0,0,0
147024,335,4,09/07/2015,2258,1,0,0,1,11242
623510,27,4,11/04/2013,1097,1,1,0,0,9807
16770,231,1,02/12/2013,536,1,1,0,0,7857
37257,436,2,19/03/2013,660,1,1,0,0,6253
135210,998,7,27/01/2013,0,0,0,0,0,0
515620,189,3,13/05/2015,916,1,0,0,0,8041
457432,226,5,06/06/2014,759,1,1,0,0,7809
609951,293,2,23/12/2014,1241,1,0,0,1,12649
491368,879,3,03/06/2015,436,1,1,0,1,4854
646674,246,3,08/05/2013,1081,1,0,0,1,7780
405253,1075,3,27/11/2013,1013,1,0,0,0,10077
103784,366,7,28/07/2013,0,0,0,0,0,0
462521,158,7,10/05/2015,0,0,0,0,0,0
206879,107,3,25/02/2015,833,1,0,0,0,6308
675929,956,5,03/07/2015,403,1,1,0,1,3614
67630,562,2,16/07/2013,2941,1,1,0,1,18597
16342,73,1,28/07/2014,539,1,1,0,1,6106
630251,259,6,02/03/2013,1474,1,0,0,0,10283
701980,284,3,02/01/2013,385,1,0,0,1,3736
88419,999,7,26/04/2015,0,0,0,0,0,0
642360,117,7,28/12/2014,0,0,0,0,0,0
650196,538,7,19/01/2014,0,0,0,0,0,0
475397,603,3,21/01/2015,928,1,0,0,0,6188
537878,576,7,12/04/2015,0,0,0,0,0,0
319622,889,1,07/01/2013,630,1,1,0,0,8069
499471,469,5,02/08/2013,1731,1,1,0,1,13569
79211,322,3,10/09/2014,489,1,0,0,0,4283
366270,28,5,20/06/2014,646,1,1,0,0,6676
297781,769,1,09/02/2015,3345,1,0,0,0,10961
704167,976,6,04/01/2014,472,1,0,0,0,4500
665189,75,5,03/07/2015,710,1,1,0,0,7524
685859,931,1,11/02/2013,413,1,0,0,0,3759
636756,793,4,12/06/2014,416,1,0,0,0,4094
72546,970,5,06/03/2015,414,1,1,0,0,3488
246767,616,3,30/07/2014,721,1,1,0,1,8035
491893,819,7,10/03/2013,0,0,0,0,0,0
699286,1091,6,22/02/2014,565,1,0,0,0,6224
608247,350,7,22/12/2013,0,0,0,0,0,0
481395,227,1,24/11/2014,711,1,1,0,0,7820
202709,665,3,26/11/2014,1311,1,1,0,0,8973
661512,597,5,17/01/2014,649,1,0,0,0,4413
367592,577,5,20/06/2014,576,1,1,0,0,6738
302069,125,2,22/10/2013,1745,1,1,0,0,13842
672391,557,5,07/02/2014,530,1,1,0,0,5491
616130,259,3,24/07/2013,2151,1,0,0,1,9452
288346,209,3,09/01/2013,542,1,1,0,0,5982
450758,1039,1,07/01/2013,1237,1,1,0,0,11114
90156,851,5,19/04/2013,411,1,0,0,0,4487
663394,889,4,01/01/2015,0,0,0,a,1,0
62508,443,3,19/11/2014,0,0,0,a,0,0
197203,849,1,14/10/2013,792,1,0,0,1,6184
290211,317,4,02/04/2015,839,1,1,0,1,8486
295721,648,2,14/05/2013,619,1,1,0,0,6477
232666,252,2,27/01/2015,774,1,1,0,0,9787
154419,753,6,04/05/2013,661,1,0,0,0,6311
634442,695,5,03/07/2015,462,1,1,0,1,5538
357131,304,2,28/07/2015,952,1,1,0,1,8458
245756,560,2,01/10/2013,1498,1,0,0,1,11714
486003,238,5,26/07/2013,952,1,0,0,1,6340
454240,933,4,09/04/2015,925,1,0,0,1,7146
203265,250,7,22/02/2015,0,0,0,0,0,0
544052,162,1,12/05/2014,447,1,0,0,0,4930
612335,39,2,14/04/2015,851,1,1,0,0,8055
511062,88,4,22/05/2014,649,1,1,0,0,6472
174490,780,4,24/07/2014,798,1,0,0,1,5955
431901,105,3,07/01/2015,806,1,1,0,0,8723
519512,586,5,23/05/2014,1984,1,1,0,0,13573
620729,321,1,25/11/2013,493,1,0,0,0,4785
348413,28,1,24/03/2014,561,1,0,0,0,5309
637794,422,6,16/08/2014,379,1,0,0,0,3504
706435,381,2,16/12/2014,1266,1,1,0,0,14246
531678,403,4,07/03/2013,809,1,1,0,0,8618
62509,957,2,12/05/2015,844,1,0,0,0,7207
7434,737,1,09/03/2015,831,1,0,0,0,7428
313868,769,5,25/07/2014,3047,1,0,0,1,10439
39656,162,1,14/01/2013,430,1,0,0,0,4755
396684,578,5,23/08/2013,948,1,0,0,0,7953
47359,76,6,04/01/2014,947,1,0,0,0,7668
414861,734,1,10/06/2013,571,1,0,0,0,5199
527002,929,4,23/04/2015,635,1,0,0,0,5075
16365,965,7,16/06/2013,0,0,0,0,0,0
363296,476,3,17/07/2013,787,1,1,0,1,7559
69574,966,4,30/10/2014,614,1,0,0,0,4585
581611,144,2,31/12/2013,442,1,0,0,1,4444
438553,474,6,21/06/2014,466,1,0,0,0,4390
415986,86,1,11/03/2013,475,1,0,0,0,4146
294110,718,3,21/05/2014,854,1,1,0,0,8151
454140,84,1,24/02/2014,1343,1,0,0,0,11601
614046,133,1,03/06/2013,1314,1,1,0,0,11598
338680,776,4,15/05/2014,460,1,0,0,0,3718
628941,973,4,13/11/2014,889,1,1,0,0,7958
35058,252,4,07/05/2015,875,1,1,0,0,8828
373168,56,3,08/10/2014,506,1,1,0,0,6761
662958,1052,3,13/02/2013,748,1,0,0,0,5724
579393,524,4,11/09/2014,821,1,0,0,0,6843
101029,797,3,11/06/2014,415,1,0,0,1,3967
190148,442,5,07/06/2013,464,1,1,0,0,4626
162149,125,3,24/09/2014,1300,1,0,0,0,9262
116982,35,2,20/01/2015,610,1,0,0,0,6678
462665,431,7,13/01/2013,0,0,0,0,0,0
582200,941,3,01/01/2014,0,0,0,a,1,0
145999,863,1,25/11/2013,1037,1,0,0,0,7882
701386,726,6,08/03/2014,553,1,0,0,0,5302
641916,238,5,21/11/2014,962,1,0,0,0,7358
159495,939,3,18/06/2014,695,1,1,0,0,7202
459929,329,7,15/02/2015,0,0,0,0,0,0
293503,1057,2,19/08/2014,611,1,1,0,1,6600
262300,491,2,09/06/2015,467,1,0,0,0,4800
294715,22,3,06/03/2013,521,1,1,0,0,5557
579069,1085,4,23/04/2015,552,1,0,0,0,4607
568269,176,5,19/07/2013,710,1,1,0,0,6357
417373,184,2,03/06/2014,666,1,1,0,0,7746
594365,1055,5,20/02/2015,1035,1,1,0,0,8180
105724,997,5,28/02/2014,385,1,0,0,0,3989
559800,1043,6,27/09/2014,1233,1,0,0,0,8210
436726,80,3,12/02/2014,435,1,0,0,0,4862
316315,598,2,27/05/2014,714,1,0,0,0,5584
190341,666,3,20/03/2013,594,1,1,0,0,6636
575986,327,7,02/11/2014,0,0,0,0,0,0
704884,532,2,19/11/2013,1404,1,1,0,0,12331
598368,1048,2,20/05/2014,454,1,1,0,0,5870
71846,754,1,04/03/2013,1387,1,1,0,0,12712
568073,1087,7,07/09/2014,0,0,0,0,1,0
618333,701,4,20/06/2013,573,1,1,0,0,5735
701749,589,5,11/01/2013,259,1,1,0,1,2112
244460,961,4,14/05/2015,0,0,0,a,0,0
278757,424,5,17/04/2015,859,1,1,0,0,7981
625114,954,2,17/02/2015,803,1,1,0,0,8084
445989,1058,7,05/04/2015,0,0,0,0,0,0
672247,80,3,22/05/2013,432,1,0,0,0,5054
309427,302,7,08/12/2013,0,0,0,0,0,0
663001,635,6,21/12/2013,700,1,0,0,0,7554
32960,230,3,16/10/2013,794,1,0,0,1,6320
450830,242,7,10/11/2013,0,0,0,0,0,0
340940,924,1,21/01/2013,400,1,1,0,0,4217
116938,685,5,25/04/2014,508,1,0,0,1,4917
642854,367,1,07/01/2013,837,1,1,0,0,10450
111401,280,6,24/01/2015,469,1,0,0,0,4943
417253,773,6,30/08/2014,564,1,0,0,1,5116
580576,645,4,30/05/2013,0,0,1,a,1,0
388718,609,1,01/09/2014,631,1,1,0,0,7240
314052,560,2,21/04/2015,1295,1,0,0,0,9772
124805,431,7,10/11/2013,0,0,0,0,0,0
649331,508,4,14/05/2015,0,0,0,a,0,0
215319,390,5,04/04/2014,1184,1,1,0,0,12807
318881,689,1,26/05/2014,646,1,0,0,0,6053
708536,374,2,02/06/2015,1055,1,1,0,0,10082
426939,211,1,22/06/2015,1528,1,0,0,0,11974
583007,262,7,27/07/2014,4815,1,0,0,0,31960
109817,935,5,02/08/2013,732,1,1,0,1,6961
263157,776,3,29/07/2015,554,1,1,0,1,6911
183551,931,4,09/01/2014,398,1,1,0,0,3906
24664,8,5,11/10/2013,615,1,1,0,1,5358
279924,992,2,11/11/2014,693,1,1,0,0,7328
124074,65,2,08/01/2013,591,1,1,0,0,6305
267766,525,5,25/10/2013,894,1,1,0,0,9589
452975,467,7,28/12/2014,0,0,0,0,0,0
116461,571,4,19/03/2015,611,1,1,0,0,7297
319492,346,3,31/07/2013,659,1,1,0,1,7241
393661,330,2,17/09/2013,367,1,0,0,0,3055
117061,219,5,05/07/2013,469,1,1,0,0,4018
471008,339,5,20/12/2013,828,1,1,0,0,9854
568380,527,7,03/08/2014,0,0,0,0,0,0
145687,665,5,21/11/2014,1242,1,0,0,0,7748
449135,993,2,12/05/2015,671,1,0,0,0,7452
697595,649,7,01/06/2014,0,0,0,0,0,0
569697,211,1,16/03/2015,1997,1,1,0,0,18916
345800,177,2,03/09/2013,455,1,0,0,0,3791
215057,304,6,15/11/2014,844,1,0,0,0,5291
331353,479,7,04/05/2014,0,0,0,0,0,0
328021,125,3,19/02/2014,1482,1,1,0,0,11478
705598,118,5,27/06/2014,597,1,0,0,0,5954
205542,5,6,18/07/2015,241,1,0,0,0,2190
120328,721,3,08/04/2015,678,1,0,0,1,6844
286895,201,7,14/04/2013,0,0,0,0,0,0
435831,138,4,12/02/2015,780,1,0,0,1,6722
227914,185,6,21/03/2015,547,1,0,0,0,5656
564687,948,1,23/06/2014,1901,1,0,0,0,6860
181085,859,7,04/01/2015,0,0,0,0,0,0
673718,969,2,07/01/2014,775,1,1,0,0,7066
92379,431,1,18/08/2014,1290,1,1,0,1,13018
479500,208,6,21/09/2013,433,1,0,0,0,3187
257403,873,3,04/09/2013,410,1,0,0,0,3412
345593,237,4,18/04/2013,556,1,0,0,0,4154
323635,991,3,21/08/2013,362,1,0,0,1,3324
526742,391,1,26/01/2015,762,1,1,0,0,8969
597129,148,1,23/09/2013,924,1,1,0,0,10696
381298,140,7,14/12/2014,0,0,0,0,0,0
302638,26,3,25/02/2015,400,1,0,0,0,3848
45111,135,7,10/02/2013,0,0,0,0,0,0
576485,387,5,17/10/2014,986,1,0,0,1,7427
552563,155,3,15/05/2013,637,1,1,0,0,6995
97058,1040,4,30/01/2014,818,1,0,0,0,6948
16351,868,3,13/08/2014,483,1,0,0,1,5521
88197,98,7,06/10/2013,0,0,0,0,0,0
501752,168,2,22/10/2013,765,1,1,0,0,7618
299522,980,4,29/05/2014,0,0,0,a,0,0
263611,610,3,12/06/2013,394,1,0,0,0,3690
156541,1087,5,24/10/2014,689,1,1,0,0,6779
618894,1003,6,13/07/2013,487,1,0,0,0,4793
9826,1034,1,28/01/2013,709,1,0,0,0,4891
663093,582,1,11/05/2015,874,1,0,0,0,7215
707420,634,7,07/09/2014,0,0,0,0,0,0
596004,660,1,29/04/2013,659,1,1,0,0,8111
1357,556,2,15/10/2013,688,1,0,0,0,4928
5944,294,4,15/08/2013,765,1,1,0,1,5664
688207,909,7,09/02/2014,0,0,0,0,0,0
36315,448,1,01/04/2013,0,0,0,b,1,0
430836,605,3,30/10/2013,465,1,0,0,1,5063
395703,443,1,03/02/2014,644,1,1,0,0,7926
249897,660,7,16/06/2013,0,0,0,0,0,0
617193,954,1,17/06/2013,1172,1,1,0,0,9792
172437,864,5,28/11/2014,691,1,1,0,0,7831
17036,74,2,21/04/2015,775,1,0,0,0,5547
239401,1105,6,12/01/2013,464,1,0,0,0,3718
662766,157,5,29/03/2013,0,0,1,b,1,0
285828,126,4,04/04/2013,519,1,0,0,1,4666
23658,1073,5,21/03/2014,802,1,1,0,0,6714
173881,643,5,30/08/2013,1411,1,1,0,0,12725
583720,65,1,11/05/2015,448,1,0,0,0,4554
372102,349,1,15/04/2013,1419,1,0,0,0,4858
55320,505,6,15/06/2013,426,1,0,0,0,3646
447615,475,1,27/04/2015,1129,1,1,0,0,10218
567384,614,1,02/02/2015,941,1,1,0,0,8600
29502,289,7,03/05/2015,0,0,0,0,0,0
432870,199,6,06/04/2013,644,1,0,0,0,7604
635136,937,4,13/03/2014,478,1,0,0,0,4900
573249,951,7,10/03/2013,0,0,0,0,0,0
255974,87,7,05/04/2015,0,0,0,0,0,0
181444,783,4,11/12/2014,692,1,0,0,0,5910
176700,234,1,07/04/2014,871,1,0,0,0,8126
551493,754,6,14/02/2015,668,1,0,0,0,5826
518426,261,1,06/05/2013,845,1,0,0,0,7826
645956,148,6,14/09/2013,668,1,0,0,0,6556
193317,727,3,13/03/2013,418,1,0,0,0,3793
548410,172,7,26/01/2014,0,0,0,0,0,0
160210,1032,2,13/08/2013,1160,1,1,0,1,11237
292473,274,1,25/08/2014,844,1,0,0,1,6876
243260,79,1,19/05/2014,721,1,1,0,0,8357
102122,318,7,19/07/2015,0,0,0,0,0,0
650068,511,1,08/06/2015,780,1,0,0,0,5868
52137,488,1,18/11/2013,507,1,1,0,0,5798
402999,429,5,13/02/2015,425,1,0,0,0,4130
418152,772,4,02/10/2014,648,1,1,0,0,6162
667560,652,1,18/02/2013,944,1,1,0,1,10097
68003,224,5,22/05/2015,575,1,1,0,0,6045
630437,729,2,31/12/2013,748,1,0,0,1,6524
457849,64,3,03/06/2015,1065,1,1,0,0,11925
220664,445,5,07/03/2014,1437,1,1,0,0,9054
333132,150,4,26/12/2013,0,0,0,c,1,0
609204,1051,5,07/06/2013,1310,1,1,0,0,9662
52924,97,3,03/07/2013,713,1,1,0,0,6856
443496,131,5,10/05/2013,639,1,0,0,0,6582
182575,599,7,05/01/2014,0,0,0,0,0,0
290738,632,3,11/02/2015,866,1,0,0,0,7797
448527,215,4,17/01/2013,224,1,0,0,0,1944
44391,1022,1,20/10/2014,1055,1,1,0,0,8898
618193,239,2,05/02/2013,406,1,1,0,0,4507
115691,447,6,25/01/2014,609,1,0,0,0,4722
299438,31,5,24/04/2015,522,1,0,0,0,4987
409875,708,4,15/08/2013,496,1,1,0,1,4547
365216,419,7,16/02/2014,0,0,0,0,0,0
537780,110,1,23/06/2014,657,1,0,0,0,5142
391072,323,2,19/08/2014,562,1,1,0,1,6731
621619,513,5,17/05/2013,2319,1,1,0,0,20154
70246,341,3,26/02/2014,713,1,0,0,0,6023
155512,54,7,19/10/2014,0,0,0,0,0,0
159962,39,5,08/05/2015,1034,1,1,0,0,9142
687545,675,3,11/02/2015,341,1,0,0,0,2774
308289,374,6,01/02/2014,541,1,0,0,0,5145
674806,93,4,27/06/2013,604,1,0,0,0,5092
631564,81,7,29/03/2015,0,0,0,0,0,0
338560,371,2,23/12/2014,869,1,0,0,1,8553
512984,367,2,23/04/2013,512,1,1,0,0,6006
12122,837,2,19/05/2015,607,1,1,0,0,5587
645846,371,6,02/03/2013,582,1,0,0,0,5191
266412,463,3,25/06/2014,952,1,0,0,0,5311
373068,424,4,31/01/2013,713,1,0,0,0,5495
562478,596,3,20/11/2013,575,1,1,0,0,5044
147419,137,2,06/01/2015,0,0,1,a,0,0
25412,259,7,12/04/2015,2952,1,0,0,0,19121
138502,301,3,22/07/2015,507,1,0,0,1,4756
126569,1042,1,25/08/2014,531,1,0,0,0,3762
10644,1043,4,10/10/2013,1166,1,1,0,0,8793
426763,691,6,26/10/2013,544,1,0,0,0,5312
18811,976,7,06/07/2014,0,0,0,0,0,0
474498,589,7,27/01/2013,0,0,0,0,0,0
624971,966,2,03/06/2014,695,1,1,0,0,5529
135421,807,6,12/04/2014,1042,1,0,0,0,8585
641682,329,4,04/12/2014,765,1,1,0,0,8672
560606,685,1,14/04/2014,716,1,1,0,1,9191
660498,933,4,28/02/2013,971,1,0,0,0,7142
184052,262,4,30/01/2014,2880,1,0,0,0,19112
287300,502,2,08/01/2013,1482,1,1,0,1,11931
474641,148,6,13/12/2014,743,1,0,0,0,9851
633437,243,4,05/03/2015,932,1,1,0,0,8693
396585,444,2,30/04/2013,1424,1,1,0,0,11837
262027,421,7,25/08/2013,0,0,0,0,0,0
692392,496,6,17/08/2013,795,1,0,0,0,6534
458064,86,7,04/05/2014,0,0,0,0,0,0
62493,952,1,17/03/2014,562,1,1,0,0,7737
402237,572,1,21/07/2014,521,1,0,0,1,5564
388210,579,1,28/07/2014,1090,1,1,0,1,11840
25063,770,1,04/03/2013,1115,1,1,0,0,11653
469914,587,1,06/04/2015,0,0,0,b,1,0
279887,403,4,04/06/2015,0,0,1,a,0,0
374590,63,3,08/07/2015,598,1,0,0,0,5663
268603,770,5,04/07/2014,804,1,1,0,0,7241
128445,184,4,17/01/2013,453,1,0,0,0,4331
152506,738,3,21/08/2013,555,1,0,0,1,5906
299318,590,1,26/01/2015,304,1,1,0,0,3809
439572,132,5,10/01/2014,609,1,1,0,0,5877
605728,499,6,03/05/2014,907,1,0,0,0,6801
266187,144,5,27/09/2013,781,1,1,0,0,8202
610352,771,2,06/08/2013,585,1,0,0,1,5322
338086,455,2,08/10/2013,405,1,1,0,0,5412
158683,1024,1,14/10/2013,700,1,0,0,1,5494
72033,989,7,08/12/2013,0,0,0,0,0,0
73808,1062,2,10/09/2013,666,1,1,0,0,7996
252123,379,7,07/12/2014,0,0,0,0,0,0
267396,670,2,24/12/2013,555,1,0,0,1,5063
360499,516,6,04/04/2015,930,1,0,0,0,8301
538398,102,3,03/09/2014,1247,1,1,0,0,8945
203375,383,3,16/10/2013,1820,1,0,0,1,13804
176900,766,1,04/05/2015,638,1,1,0,0,5712
131730,433,5,22/02/2013,615,1,1,0,0,7622
380777,1017,1,06/01/2014,1295,1,1,0,0,12340
549413,1087,2,22/10/2013,585,1,1,0,0,6510
23893,421,1,05/08/2013,1247,1,0,0,0,9981
495153,1013,2,02/07/2013,533,1,1,0,0,5015
339398,461,6,05/01/2013,533,1,0,0,0,5593
456197,146,4,07/11/2013,628,1,1,0,0,6261
364072,779,5,05/07/2013,888,1,1,0,0,7672
102931,708,4,01/05/2014,0,0,1,a,0,0
